,drug_name
6052,Equaline Heartburn Relief
6053,Equaline One Daily Essential
6054,Equaline Pain Relief
6055,Equaline Sleep Aid
6056,Equalize Gas Relief Drops
6057,Equalyte
6058,Equanil
6059,Equate Allergy & Sinus Headache
6060,Equate Allergy Relief
6061,Equate Sleep Aid
6062,Equetro
6063,Equi-Cyte F
6064,Equi-Natal Care
6065,Equi-Natal M
6066,Equi-Natal Plus
6067,Equi-Natal Rx
6068,Equi-Natal Z
6069,Equi-Roca Plus
6070,Equicyte Plus
6071,Equilet
6072,Equinatal 90
6073,Equitan Pediatric
6074,Eravacycline
6075,Eraxis
6076,Erbitux
6077,Ercaf
6078,Erdafitinib
6079,Erelzi
6080,Erenumab
6081,Erex
6082,Ergamisol
6083,Ergocalciferol
6084,Ergoloid mesylates
6085,Ergomar
6086,Ergonovine
6087,Ergotamine
6088,Ergotrate
6089,Ergotrate Maleate
6090,Eribulin
6091,Eridium
6092,Erivedge
6093,Erleada
6094,Erlotinib
6095,Errin
6096,Ertaczo
6097,Ertapenem
6098,Ertugliflozin
6099,Ertugliflozin / metformin
6100,Ertugliflozin / sitagliptin
6101,Erwinaze
6102,Ery Pads
6103,Ery-Sol
6104,Ery-Tab
6105,Eryc
6106,Erycette
6107,Eryderm
6108,Erygel
6109,Erymax
6110,EryPed
6111,Erythra-Derm
6112,Erythrocin
6113,Erythrocin Lactobionate
6114,Erythrocin Stearate Filmtab
6115,Erythrocot
6116,Erythromycin
6117,Erythromycin ophthalmic
6118,Erythromycin topical
6119,Esbriet
6120,Escavite
6121,Escavite D
6122,Escitalopram
6123,Esclim
6124,Esgic
6125,Esgic-Plus
6126,Esidrix
6127,Esimil
6128,Eskalith
6129,Eskalith-CR
6130,Eskata
6131,Esketamine
6132,Eslicarbazepine
6133,Esmolol
6134,Esobar
6135,Esocor P
6136,Esomeprazole
6137,Esomeprazole / naproxen
6138,Esopho-Cat
6139,Esophotrast
6140,Esoterica
6141,Esoterica Daytime
6142,Esoterica Dry Skin
6143,Esoterica Nighttime
6144,Esoterica Sensitive Skin
6145,Esoterica with Sunscreen
6146,Esperoct
6147,Essentia
6148,Essential Balance
6149,Essentiale
6150,Essian
6151,Essian H.S.
6152,Estar
6153,Estarylla
6154,Estazolam
6155,Ester-C
6156,Esterified estrogens
6157,Esterified estrogens / methyltestosterone
6158,Estinyl
6159,Estivin II
6160,Estra Pellets
6161,Estra-C
6162,Estra-V 40
6163,Estrace
6164,Estrace Vaginal Cream
6165,Estraderm
6166,Estradiol
6167,Estradiol G GAM
6168,Estradiol Patch
6169,Estradiol topical
6170,Estradiol / levonorgestrel
6171,Estradiol / medroxyprogesterone
6172,Estradiol / norethindrone
6173,Estradiol / norethindrone topical
6174,Estradiol / norethindrone / relugolix
6175,Estradiol / norgestimate
6176,Estradiol / progesterone
6177,Estradot
6178,Estradot 100
6179,Estradot 37.5
6180,Estradot 50
6181,Estradot 75
6182,Estragyn LA 5
6183,Estramustine
6184,Estrapatch
6185,Estrasorb
6186,Estratab
6187,Estratest
6188,Estratest H.S.
6189,Estreva
6190,Estring
6191,Estro-Cyp
6192,Estro-LA
6193,Estro-Span 40
6194,Estrofem
6195,Estrogel
6196,Estrogen Patches
6197,Estropipate
6198,Estropipate topical
6199,Estrostep Fe
6200,Estroven
6201,Eszopiclone
6202,Etanercept
6203,Etelcalcetide
6204,Eteplirsen
6205,ETH-Oxydose
6206,Ethacrynic acid
6207,Ethambutol
6208,Ethamolin
6209,Ethanol topical
6210,Ethanolamine oleate
6211,Ethedent
6212,Ethedent Chewable
6213,Ethexderm
6214,EthexDERM BPW
6215,Ethezyme
6216,Ethezyme 650
6217,Ethezyme 830
6218,Ethinyl estradiol
6219,Ethinyl estradiol / ethynodiol
6220,Ethinyl estradiol / etonogestrel
6221,Ethinyl estradiol / levonorgestrel
6222,Ethinyl estradiol / norelgestromin
6223,Ethinyl estradiol / norethindrone
6224,Ethinyl estradiol / norgestimate
6225,Ethinyl estradiol / norgestrel
6226,Ethinyl estradiol / segesterone
6227,Ethiodized oil
6228,Ethiodol
6229,Ethionamide
6230,Ethmozine
6231,Ethosuximide
6232,Ethyl chloride topical
6233,Ethyol
6234,Eticovo
6235,Etidronate
6236,Etodolac
6237,Etomidate
6238,Etonogestrel
6239,Etopophos
6240,Etoposide
6241,Etrafon
6242,Etrafon Forte
6243,Etravirine
6244,Eucalyptamint
6245,Eucarbon
6246,Eucerin
6247,Eucerin Gentle Hydrating Cleanser
6248,Eucerin Plus
6249,Eucrisa
6250,Eudal SR
6251,Eudermis
6252,Euflexxa
6253,Eulexin
6254,Eurax
6255,Euthyrox
6256,Eutroxsig
6257,Evac-U-Gen
6258,Evalose
6259,Evamist
6260,Evekeo
6261,Evekeo ODT
6262,Evenity
6263,Everolimus
6264,Everone
6265,Evinacumab
6266,Evista
6267,Evithrom
6268,Evkeeza
6269,Evoclin
6270,Evolocumab
6271,Evomela
6272,Evorel
6273,Evotaz
6274,Evotrox
6275,Evoxac
6276,Evrysdi
6277,Evzio
6278,Ex-Dec-TR
6279,Ex-Histine
6280,Ex-Lax
6281,Ex-Lax Chocolated
6282,Ex-Lax Gentle Nature
6283,Ex-Lax Gentle Strength
6284,Ex-Lax Maximum Relief Formula
6285,Ex-Lax Milk of Magnesia
6286,Ex-Lax Regular Strength Pills
6287,Ex-Lax Stool Softener
6288,Ex-lax Ultra
6289,Exactacain
6290,Exalgo
6291,Exall
6292,Exall-D
6293,Exametazime
6294,Exaprin
6295,Excedrin
6296,Excedrin Back & Body
6297,Excedrin Extra Strength
6298,Excedrin Menstrual Complete
6299,Excedrin Migraine
6300,Excedrin Mild Headache
6301,Excedrin PM
6302,Excedrin Quick Tab
6303,Excedrin Sinus Headache
6304,Excedrin Tension Headache
6305,Excof
6306,Excof-SF
6307,Execlear
6308,ExeClear-C
6309,ExeClear-DM
6310,Execof
6311,Execof ER
6312,ExeFen
6313,ExeFen-DM
6314,ExeFen-DMX
6315,ExeFen-IR
6316,Exelderm
6317,Exelon
6318,Exemestane
6319,Exenatide
6320,ExeTuss
6321,ExeTuss-DM
6322,ExeTuss-GP
6323,Exetuss-HC
6324,Exforge
6325,Exforge HCT
6326,Exgest LA
6327,Exidine
6328,Exjade
6329,Exkivity
6330,Exna
6331,Exo-Tuss
6332,Exocaine
6333,Exocaine Plus
6334,Exoderm
6335,Exondys 51
6336,Exorex
6337,Exorex Penetrating Emulsion Psoriasis Medication
6338,Exoten-C Pain Relief
6339,Exotic-HC
6340,Expandox
6341,Exparel
6342,Expecta DHA
6343,Expectuss
6344,Exratuss
6345,Exsel
6346,Exservan
6347,Extavia
6348,Extendryl Chews
6349,Extendryl DM
6350,Extendryl G
6351,Extendryl GCP
6352,Extendryl HC
6353,Extendryl JR
6354,Extendryl PEM
6355,Extendryl PSE
6356,Extendryl Seniors
6357,Extendryl SR
6358,Extina
6359,Extra Pain Relief
6360,Extra Strength Bayer
6361,Extra Strength Mylanta Calci Tabs
6362,Extra-Virt Plus DHA
6363,Extraneal
6364,Extuss LA
6365,Exubera
6366,Exuviance Intense Lightening Complex
6367,Eye Allergy Relief
6368,Eye Health Formula
6369,Eye Itch Relief
6370,Eye Moisturizing Relief
6371,Eye Multivitamin
6372,Eye-Sine
6373,Eyemycin
6374,Eylea
6375,Eysuvis
6376,EZ III
6377,Ezallor
6378,EZChar
6379,Eze DS
6380,Ezetimibe
6381,Ezetimibe / rosuvastatin
6382,Ezetimibe / simvastatin
6383,Ezfe
6384,EzFe Forte
6385,Ezide
6386,Ezogabine
6387,Ezol
6388,FA-8
6389,FaBB
6390,Fabior
6391,Fabrazyme
6392,Factane
6393,Factive
6394,Factor ix complex
6395,Factor XIII
6396,FaLessa
6397,Fallback Solo
6398,Falmina
6399,Fam-trastuzumab deruxtecan
6400,Famciclovir
6401,Family Meltus Chesty Coughs
6402,Famotidine
6403,Famotidine / ibuprofen
6404,Famvir
6405,Fanapt
6406,Fanatrex
6407,Fanhdi
6408,Fansidar
6409,Farbee with C
6410,Farbital
6411,Fareston
6412,Farxiga
6413,Farydak
6414,Fasenra
6415,Fasigyn
6416,Faslodex
6417,Fasprin
6418,Fast Acting Mylanta
6419,Fast Freeze
6420,Fast Freeze Naturally Cool
6421,Fast Sleep
6422,Fastin
6423,Fastlene
6424,Fasturtec
6425,Fat emulsion
6426,Fat supplement
6427,Father John's Medicine Plus
6428,Fattibase Ointment
6429,Fawns & McAllan Paracetamol
6430,Fayosim
6431,FazaClo
6432,Fe 50
6433,Fe C
6434,FE C Tab Plus
6435,Fe Caps
6436,FE-40
6437,Fe-Stool
6438,Fe-Tinic 150
6439,Fe-Tinic 150 Forte
6440,Febridol
6441,Febridol Clear Effervescent
6442,Febridol Infant Drops
6443,Febridol Syrup for Children
6444,Febrol Solution
6445,Febuxostat
6446,Fedahist
6447,Fedahist Gyrocaps
6448,Fedahist Timecaps
6449,Fedratinib
6450,Feen-A-Mint
6451,Feiba
6452,Feiba NF
6453,Feiba VH
6454,Felbamate
6455,Felbatol
6456,Feldene
6457,Felodipine
6458,Fem pH
6459,Fem-Natal
6460,Femara
6461,Fematrix
6462,Fematrol
6463,Femcare
6464,Femcet
6465,Femcon Fe
6466,Femecal OB
6467,Femecal OB plus DHA
6468,Femhrt
6469,Feminique
6470,Femiron
6471,Femiron Multi with Iron
6472,Femnatal
6473,Fempatch
6474,Femring
6475,Femsept
6476,FemSeven
6477,FemSeven Sequi Phase I
6478,Femstat 3
6479,Femstat Prefill
6480,FemTab
6481,Femtabs
6482,Femtrace
6483,Femtran
6484,Femynor
6485,Fendique ER
6486,Fenesin
6487,Fenesin DM
6488,Fenesin DM IR
6489,Fenesin IR
6490,Fenesin PE IR
6491,Fenex-DM
6492,Fenex-LA
6493,Fenex-PSE
6494,Fenfluramine
6495,Fennings Childrens Cooling
6496,Fenofibrate
6497,Fenofibric acid
6498,Fenoglide
6499,Fenoldopam
6500,Fenoprofen
6501,Fenortho
6502,Fensolvi
6503,Fentanyl
6504,Fentanyl Transdermal System
6505,Fentora
6506,Fentuss Expectorant
6507,Fenugreek
6508,Feocyte
6509,Feogen
6510,Feonyx
6511,Feosol Natural Release
6512,Feosol Original
6513,Feostat
6514,Fer-Gen-Sol
6515,Fer-In-Sol
6516,Fer-Iron
6517,Feraheme
6518,Feratab
6519,Ferate
6520,Ferbee
6521,Fergon
6522,FeRiva
6523,FeRiva 21 / 7
6524,FeRivaFA
6525,Fero-Folic 500
6526,Fero-Gradumet Filmtab
6527,Ferocon
6528,Ferocyl
6529,FeroSul
6530,Ferotrin
6531,Ferotrinsic
6532,Ferra T.D. Caps
6533,Ferra-Cap
6534,Ferra-TD
6535,Ferragen
6536,Ferralet
6537,Ferralet 90
6538,Ferraplus
6539,Ferretts IPS
6540,Ferretts Iron
6541,Ferrex 150 Forte
6542,Ferrex 150 Forte Plus
6543,Ferrex 150 Plus
6544,Ferrex 28
6545,Ferrex PC Forte
6546,Ferrex-150
6547,Ferric carboxymaltose
6548,Ferric citrate
6549,Ferric derisomaltose
6550,Ferric maltol
6551,Ferric pyrophosphate
6552,Ferrimin 150
6553,Ferriprox
6554,Ferrlecit
6555,Ferro Basic
6556,Ferro-Bob
6557,Ferro-Caps
6558,Ferro-DSS
6559,Ferro-Sequels (old formulation)
6560,Ferro-Time
6561,Ferrocite
6562,Ferrocite F
6563,Ferrocite Plus
6564,Ferroflex-150 Forte
6565,Ferrogels Forte
6566,Ferrospace
6567,Ferrous DS
6568,Ferrous fumarate
6569,Ferrous fumarate / folic acid
6570,Ferrous fumarate / folic acid / iron polysaccharide
6571,Ferrous fumarate / iron polysaccharide
6572,Ferrous gluconate
6573,Ferrous sulfate
6574,Ferrousal
6575,FerroVite
6576,FerroVite FA
6577,FerroVite Forte
6578,Fertinex
6579,Ferumoxytol
6580,Ferus Pic-150
6581,Fesoterodine
6582,Fetrin
6583,Fetroja
6584,Fetzima
6585,Feverall
6586,Fexinidazole
6587,Fexmid
6588,Fexofenadine
6589,Fexofenadine / pseudoephedrine
6590,Fiasp
6591,Fiber Capsules
6592,Fiber Eze
6593,Fiber Lax
6594,Fiber Laxative
6595,Fiber Therapy
6596,Fiberall
6597,Fiberall Tablets
6598,FiberCon
6599,Fibernorm
6600,Fibertab
6601,Fibricor
6602,Fibrin sealant topical
6603,Fibrinogen
6604,Fibryga
6605,Fidaxomicin
6606,Fidelis APG Gel
6607,Filgrastim
6608,Finacea
6609,Finasteride
6610,Finerenone
6611,Finevin
6612,Fingolimod
6613,Fintepla
6614,Finzala
6615,Fioricet
6616,Fioricet with Codeine
6617,Fiorinal
6618,Fiorinal with Codeine
6619,Fiorinal with Codeine III
6620,Fiormor
6621,Fiorpap
6622,Fiortal
6623,Fiortal with Codeine
6624,Firazyr
6625,Firdapse
6626,Firmagon
6627,First Aid Antiseptic
6628,First Progesterone MC10
6629,First Progesterone MC5
6630,FIRST-Testosterone
6631,FIRST-Testosterone MC
6632,Firvanq
6633,Fish Oil
6634,Fish Oil Ultra
6635,FIV-ASA
6636,Flac
6637,Flagyl
6638,Flagyl 375
6639,Flagyl ER
6640,Flagyl IV
6641,Flanax Antacid Liquid
6642,Flanax Cough Lozenges
6643,Flanax Liniment
6644,Flanax Pain Reliever
6645,Flanders Buttocks Ointment
6646,Flarex
6647,Flatulex Drops
6648,Flavoxate
6649,Flax
6650,Flax Seed Oil
6651,Flebogamma
6652,Flecainide
6653,Flector Patch
6654,Fleet Bisacodyl
6655,Fleet Enema
6656,Fleet Enema EXTRA
6657,Fleet EZ-Prep
6658,Fleet Glycerin Suppositories Adult
6659,Fleet Glycerin Suppositories Pediatric
6660,Fleet Liquid Glycerin Suppositories
6661,Fleet Mineral Oil Enema
6662,Fleet Pain Relief Pad
6663,Fleet Phospho Soda
6664,Fleet Sof-Lax Stool Softener
6665,Fletanol
6666,Fletchers Castoria
6667,Flex Omega Benefits
6668,Flex-All 454
6669,Flex-All 454 Maximum Strength
6670,Flex-All 454 Ultra Plus
6671,Flexall
6672,FlexAll 454 Ultra Plus
6673,Flexbumin
6674,Flexeril
6675,Flexoject
6676,Flexon
6677,Flextra
6678,Flextra Plus
6679,Flextra-650
6680,Flextra-DS
6681,Flibanserin
6682,Flintstones Complete
6683,Flintstones Gummies
6684,Flintstones Gummies Plus Immunity Support Children's Multiv
6685,Flintstones Multivitamins
6686,Flintstones Toddler
6687,Flintstones with C Multivitamins
6688,Flintstones with Calcium
6689,Flintstones with Iron Chewable
6690,Flo-Coat
6691,Flo-Pred
6692,Flolan
6693,FloLipid
6694,Flomax
6695,Flonase
6696,Flonase Allergy Relief
6697,Flonase Sensimist
6698,Flor-Opal Gel
6699,Flora-Q
6700,Flora-Q 2
6701,Florajen
6702,Florajen3
6703,Floranex
6704,Florastor
6705,Florastor Kids
6706,Florbetaben f-18
6707,Florbetapir F 18
6708,Florexa
6709,Florinef
6710,Florinef Acetate
6711,Floriva
6712,Florone
6713,Florone E
6714,Floseal Hemostatic Matrix
6715,Flovent
6716,Flovent Diskus
6717,Flovent HFA
6718,Flovent Rotadisk
6719,Flowtuss
6720,Floxin
6721,Floxin IV
6722,Floxin Otic
6723,Floxuridine
6724,Flu & Severe Cold & Cough Daytime Powder
6725,Flu Relief BP
6726,Flu Strength Hot Lemon Powders
6727,Fluad
6728,Fluad Preservative-Free
6729,Fluad Preservative-Free Quadrivalent
6730,Fluad Quadrivalent
6731,Fluarix
6732,Fluarix Preservative-Free Quadrivalent
6733,Fluarix Quadrivalent
6734,Flublok
6735,Flublok Quadrivalent
6736,Flucelvax
6737,Flucelvax Preservative-Free Quadrivalent
6738,Flucelvax Quadrivalent
6739,Fluciclovine F 18
6740,Fluconazole
6741,Flucytosine
6742,Fludara
6743,Fludarabine
6744,Fludeoxyglucose f18
6745,Fludrocortisone
6746,Fluex
6747,FluLaval
6748,FluLaval Preservative-Free Quadrivalent
6749,FluLaval Quadrivalent
6750,Flumadine
6751,Flumazenil
6752,FluMist
6753,FluMist Quadrivalent
6754,Flunisolide
6755,Flunisolide nasal
6756,Fluocinolone ophthalmic
6757,Fluocinolone otic
6758,Fluocinolone topical
6759,Fluocinolone / hydroquinone / tretinoin topical
6760,Fluocinolone / neomycin topical
6761,Fluocinonide topical
6762,Fluocinonide-E
6763,Fluogen
6764,Fluonid
6765,Fluor-A-Day
6766,Fluor-Op
6767,Fluorabon
6768,Fluorabon Basic
6769,Fluorabon Drops
6770,Fluorac
6771,Fluorescein
6772,Fluorescite
6773,Fluoride
6774,Fluoride topical
6775,Fluoride / potassium nitrate topical
6776,Fluoridex
6777,Fluoridex Daily Defense
6778,Fluoridex Daily Defense Enhanced Whitening
6779,Fluoridex Whitening
6780,Fluorigard
6781,Fluorinse
6782,Fluorishield
6783,Fluoritab
6784,Fluorodex
6785,Fluoroestradiol F 18
6786,Fluorometholone ophthalmic
6787,Fluorometholone / sulfacetamide sodium ophthalmic
6788,Fluoroplex
6789,Fluorouracil
6790,Fluorouracil topical
6791,Fluoxetine
6792,Fluoxetine / olanzapine
6793,Fluoxymesterone
6794,Fluphenazine
6795,Flura-Drops
6796,Flura-Loz
6797,Flura-Tab
6798,Flurandrenolide topical
6799,Flurazepam
6800,Flurbiprofen
6801,Flurbiprofen ophthalmic
6802,Fluro-Ethyl
6803,Flurosyn
6804,Flushield
6805,Flutabs
6806,Flutamide
6807,Flutemetamol f-18
6808,Flutex
6809,Fluticasone
6810,Fluticasone nasal
6811,Fluticasone topical
6812,Fluticasone / salmeterol
6813,Fluticasone / umeclidinium / vilanterol
6814,Fluticasone / vilanterol
6815,Fluvastatin
6816,Fluvirin
6817,Fluvirin Preservative-Free
6818,Fluvoxamine
6819,Fluxid
6820,Fluzone
6821,Fluzone High-Dose
6822,Fluzone High-Dose Quadrivalent
6823,Fluzone Intradermal
6824,Fluzone Intradermal Quadrivalent
6825,Fluzone Preservative-Free
6826,Fluzone Preservative-Free High-Dose Quadrivalent
6827,Fluzone Preservative-Free Pediatric
6828,Fluzone Preservative-Free Pediatric Quadrivalent
6829,Fluzone Preservative-Free Quadrivalent
6830,Fluzone Quadrivalent
6831,FML
6832,FML Forte Liquifilm
6833,FML Liquifilm
6834,FML S.O.P.
6835,FML-S
6836,FML-S Liquifilm
6837,Focalgin 90 DHA
6838,Focalgin CA
6839,Focalgin DSS
6840,Focalgin-B
6841,Focalin
6842,Focalin XR
6843,Foille Plus
6844,Folacin-800
6845,Folamin
6846,Folast
6847,Folastin
6848,Folbalin
6849,Folbalin Plus
6850,Folbecal
6851,Folbee
6852,Folbee AR
6853,Folbee Plus
6854,Folbee Plus CZ
6855,Folbic
6856,Folbic RF
6857,Folcal DHA
6858,Folcaps
6859,Folcaps Care One
6860,Folcaps Omega 3
6861,Folditam
6862,Folet DHA
6863,Folet One with DHA
6864,Foleve
6865,Foleve Plus
6866,Folex PFS
6867,Folgard
6868,Folgard OS
6869,Folgard RX
6870,Folgard Rx 2.2
6871,Foli-Iron
6872,Folic acid
6873,Folic Acid XTRA
6874,Folic-K
6875,Folika-T
6876,Folika-V
6877,FoliNatal Plus B
6878,Folinex
6879,Folinic-Plus
6880,FoliTab 500
6881,Folite
6882,Folivan-EC DHA
6883,Folivan-F
6884,Folivan-OB
6885,Folivan-Plus
6886,Folivan-PRX DHA
6887,Folivane-PRx DHA NF
6888,Folixapure
6889,Follicle stimulating hormone
6890,Follistim
6891,Follistim AQ
6892,Follistim AQ Cartridge
6893,Folmor
6894,Folnate
6895,Folnate Plus
6896,Folotyn
6897,Folpace Rx
6898,Folplex
6899,Folplex 2.2
6900,Foltabs
6901,Foltabs 800
6902,Foltabs 90 plus DHA
6903,Foltabs plus DHA
6904,Foltabs Prenatal
6905,Foltabs Prenatal Plus DHA
6906,Foltanx
6907,Foltanx RF
6908,Foltrate
6909,Foltrexyl
6910,Foltrin
6911,Foltx
6912,Folvite
6913,Fomepizole
6914,Fomivirsen ophthalmic
6915,Fondaparinux
6916,For Sty Relief
6917,Foradil Aerolizer
6918,Forane
6919,Forfivo XL
6920,Forma-Ray
6921,Formadon
6922,Formalaz
6923,Formaldehyde topical
6924,Formalyde-10 Spray
6925,Formoterol
6926,Formoterol / glycopyrrolate
6927,Formoterol / mometasone
6928,Formula 405 Cream
6929,Formula 405 Lotion
6930,Formula 405 Soap
6931,Formula B
6932,Formula B Plus
6933,Formula EM
6934,Formula Finger Skin Cream
6935,Formula Twenty-One
6936,Formulation R
6937,Fortabs
6938,Fortamet
6939,Fortaz
6940,Forteo
6941,Fortesta
6942,Fortical
6943,Fortovase
6944,Fosamax
6945,Fosamax Plus D
6946,Fosamprenavir
6947,Fosaprepitant
6948,Foscarnet
6949,Foscavir
6950,Fosdenopterin
6951,Fosfomycin
6952,Fosfree
6953,Fosinopril
6954,Fosinopril / hydrochlorothiazide
6955,Fosnetupitant / palonosetron
6956,Fosphenytoin
6957,Fospropofol
6958,Fosrenol
6959,Fostamatinib
6960,Fostemsavir
6961,Fosteum
6962,Fosteum Plus
6963,Fostex
6964,Fostex Bar 10%
6965,Fostex BPO
6966,Fostex Gel 10%
6967,Fostex Medicated
6968,Fostex Medicated Cleaning Bar
6969,Fostex Medicated Cleansing Cream
6970,Fostex Wash 10%
6971,Fostril
6972,Fotivda
6973,Fototar
6974,Four-Way Nasal Spray
6975,Fragmin
6976,FreAmine HBC
6977,Freamine III
6978,Freamine III with Electrolytes
6979,Free & Clear
6980,Freeze It
6981,Freeze It Roll-On
6982,Freezeone One Step
6983,Freezone
6984,Freezone Corn Remover
6985,Fremanezumab
6986,FreshKote
6987,Frova
6988,Frovatriptan
6989,Fruit C
6990,Fruity Chew
6991,Fruity Chews with Iron
6992,FS Shampoo
6993,FUDR
6994,Full Spectrum B with C
6995,Fulphila
6996,Fulvestrant
6997,Fulvicin P / G
6998,Fulvicin U / F
6999,Fulyzaq
7000,Fumasorb
7001,Fumatinic
7002,Funduscein
7003,Fungatin
7004,Fungi-Guard
7005,Fungi-Nail
7006,FungiCURE Pump Spray
7007,Fungisil
7008,Fungizone
7009,Fungizone For Tissue Culture
7010,Fungoid
7011,Fungoid AF
7012,Fungoid Kit
7013,Fungoid-D
7014,Furadantin
7015,Furosemide
7016,Fusilev
7017,Fusion Plus
7018,Fusion Sprinkles with Probiotic
7019,Fuzeon
7020,Fyavolv
7021,Fycompa
7022,G Bid
7023,G Bid DM
7024,G-1
7025,G-Dologen
7026,G-Myticin
7027,G-P-Tuss DXP
7028,G-Phed
7029,G-Phed- PD
7030,G-Phen DM
7031,G-Supress DX
7032,G-TAR
7033,G-Tron
7034,G-Tron Ped
7035,G-Tusicof
7036,G-Tuss
7037,G-Vent
7038,G-Zyncof
7039,Ga 68 PSMA-11
7040,Gabapentin
7041,Gabapentin enacarbil
7042,Gabarone
7043,Gabitril
7044,Gablofen
7045,Gadavist
7046,Gadobenate dimeglumine
7047,Gadobutrol
7048,Gadodiamide
7049,Gadofosveset trisodium
7050,Gadopentetate dimeglumine
7051,Gadoterate meglumine
7052,Gadoteridol
7053,Gadoversetamide
7054,Gadoxetate disodium
7055,Galafold
7056,Galantamine
7057,Galcanezumab
7058,Gallium citrate ga-67
7059,Gallium ga 68 dotatate
7060,Gallium ga 68 psma-11
7061,Gallium nitrate
7062,Galpamol
7063,Galsulfase
7064,Galzin
7065,GamaSTAN S / D
7066,Gamifant
7067,Gamimune
7068,Gamimune N 10%
7069,Gamimune N 5%
7070,Gammagard Liquid
7071,Gammagard S / D
7072,Gammaked
7073,Gammaplex
7074,Gammar IV
7075,Gammar-P I.V.
7076,Gamulin Rh
7077,Gamunex-C
7078,Ganciclovir
7079,Ganciclovir ophthalmic
7080,Gani-Tuss NR
7081,Gani-Tuss-DM NR
7082,Ganidin NR
7083,Ganirelix
7084,Ganite
7085,Gantanol
7086,Gantrisin
7087,Gantrisin Pediatric
7088,Garamycin
7089,Garamycin Ophthalmic
7090,Garamycin Topical
7091,Gardasil 9
7092,Garfield Complete Vitamins
7093,Garfield Vitamin with Iron
7094,Garfield Vitamins
7095,Garimide
7096,Garlic
7097,Garlic Oil
7098,Gas Aide
7099,Gas Free Extra Strength
7100,Gas Relief Extra Strength
7101,Gas-Aid Extra Strength
7102,Gas-X
7103,Gas-X Extra Strength
7104,Gas-X Prevention
7105,Gas-X Regular Strength
7106,Gas-X Ultra Strength
7107,Gas-X with Maalox
7108,Gas-X with Maalox Extra Strength
7109,Gastrocrom
7110,Gastrografin
7111,Gastrosed
7112,Gatifloxacin
7113,Gatifloxacin ophthalmic
7114,Gatifloxacin / prednisolone ophthalmic
7115,Gattex
7116,GaviLAX
7117,GaviLyte-C
7118,GaviLyte-G
7119,GaviLyte-H
7120,GaviLyte-N
7121,Gaviscon Extra Relief Formula
7122,Gaviscon Extra Strength
7123,Gaviscon Regular Strength Liquid
7124,Gaviscon Regular Strength Tablets
7125,Gaviscon-2
7126,Gavreto
7127,Gazyva
7128,GDP-EX
7129,Gebauer's Spray and Stretch
7130,Gefitinib
7131,Gel Glace / Ice Cold
7132,Gel-Flow
7133,Gel-Flow NT
7134,Gel-Kam
7135,Gel-Kam Dental Therapy Pak
7136,Gel-Kam Dentinbloc
7137,Gel-Kam Sensitivity Therapy
7138,Gelato APF Foam
7139,Gelato APF Gel
7140,Gelato Neutral PH
7141,Gelato Topical Anesthetic Gel
7142,Gelato X
7143,Gelclair
7144,Gelfoam Plus
7145,Gelfoam-JMI
7146,Gelhist Pediatric
7147,Gelnique
7148,Gelsyn-3
7149,Geluprane
7150,Gelusil
7151,Gemcitabine
7152,Gemfibrozil
7153,Gemifloxacin
7154,Gemmily
7155,Gemtesa
7156,Gemtuzumab
7157,Gemzar
7158,Gen Lax
7159,Gen-K
7160,Gen7T Lotion
7161,Gen7T Patch
7162,Gen7T Plus Lotion
7163,Gen7T Plus Patch
7164,Genac
7165,Genace
7166,Genacol Maximum Strength
7167,Genacote
7168,Genahist
7169,Genamin Expectorant
7170,Genapap
7171,Genapap Extra Strength
7172,Genapap PM
7173,Genapap Sinus
7174,Genaphed
7175,Genaphed Plus
7176,Genarc
7177,Genasal
7178,Genasan
7179,Genasec
7180,Genasoft
7181,Genasoft Plus
7182,Genasone / Aloe
7183,Genaspor
7184,Genasyme
7185,Genaton
7186,Genaton Chewable
7187,Genatuss
7188,Genatuss DM
7189,Gencontuss
7190,Gendecon
7191,Genebs
7192,Generess Fe
7193,Generet-500 with Folic Acid
7194,Generix-T
7195,Generlac
7196,Genexa LA
7197,Geneye Extra
7198,Geneyes
7199,Genfiber
7200,Gengraf
7201,Genicin
7202,Genicin Vita-D
7203,Genicin Vita-Q
7204,Genicin Vita-S
7205,Genlyte-20
7206,Gennin-FC
7207,Genoptic
7208,Genora 0.5 / 35
7209,Genora 1 / 35
7210,Genora 1 / 50
7211,Genosyl
7212,Genotropin
7213,Genox
7214,Genpril
7215,Genprin
7216,GenRx Tramadol
7217,Gentacidin
7218,Gentak
7219,Gentamicin
7220,Gentamicin ophthalmic
7221,Gentamicin topical
7222,Gentamicin / prednisolone ophthalmic
7223,Gentasol
7224,GenTeal
7225,GenTeal Mild
7226,GenTeal PF
7227,GenTeal PM
7228,GenTeal Tears Moderate
7229,GenTeal Tears Severe
7230,GenTeal Twin Pack
7231,Gentex 30
7232,Gentex HC
7233,Gentex LA
7234,Gentex LQ
7235,Gentian violet topical
